Name,Industry,Description,Short Description,Tags,Business Model,Customer Model,Website,Raised,Year Raised,Stage,Investors,PDF URL
Finix Payments,Banking,"Finix Payments, Inc. provides software as a service platform. The Company offers a software that owns, manages, and monetizes payments. Finix Payments serves customers in the State of California.","Finix Payments is a payments infrastructure platform Finix Payments is the smartiest way for the business to own, manage and monetize payments. It was created by a team of experts from PayPal, First Data and Worldplay. It’s funded by Bain Capital Ventures, Homebrew, Insight Venture Partners, Visa and many more. The latest round of funding was from Series B where the company raised $30M.","Banking, FinTech, Payments",App,B2C,www.finixpayments.com,$3.5M,2017,Seed,,./BestPitchPDFs/finixpayments.pdf
Finova Financial,Consumer Lending,"Finova Financial, LLC provides consumer finance services. The Company offers online emergency loan and financing services. Finova Financial serves customers in the United States.","Fast affordable online loans based on the equity in your car Finova Financial is a lender that provides an affordable loans based on your car’s equity. It costs 70% less than the current national average providing and instant access to capital, and a 12-month pathway back to financial health. It was founded in 2016 by Derek Acree, and it’s based in Palm Beach Gardens, Florida. Finova Financial has raised a total amount of $155M in funding from Ausum Ventures, CoVenture, Refactor Capital and others.","Consumer Lending, FinTech, Financial Services, Insurance",SaaS,B2C,www.finovafinancial.com,$102M,2017,Undisclosed,,./BestPitchPDFs/finovafinancial.pdf
Fitpal,Apps,"Fitplan Technologies Inc. provides software solutions. The Company offers mobile fitness application which access training programs and find the fitness routine, track progress, and results of fitness athletes. Fitplan Technologies serves customers in Canada",Fitpal is a monthly membership that gives you unlimited access to over 500 fitness studios in Colombia. Fitpal is a subscription based fitness app that offers unlimited access to any gyms and fitness centers anywhere in Latin America. Fitpal has raised $1M in funding from inQlab and Condor between 2015 and 2018.,"Apps, Fitness, Healthcare",App,B2C,www.fitplanapp.com,$4.5M,2019,Undisclosed,,./BestPitchPDFs/fitpal.pdf
FitzyTV,Apps,,"FitzyTV is an internet TV platform designed to help consumers watch and record all their streaming TV channels across multiple services. FitzyTV is an online platform that helps users to watch and record streaming TV channels across different services in a single app. Using this pitch deck, FitzyTV raised $150K from 500 Startups in 2019.","Apps, Internet, Software",App,B2C,www.fitzytv.com,$150K,2019,Pre-Seed,,./BestPitchPDFs/fitzytv.pdf
FlashRatings,Internet,HODL Media is a mobile application that provides real-time cryptocurrency prices & charts from all exchanges.,"All analyst ratings and target prices. FlashRatings is a platform that provides a complete analyst coverage you can find online. Users can find information about an upgrade and downgrade on target price changes of any analyst firm of any security in the stock market. 500 Startups backed Flashrating in its seed funding in 2015, and the amount of investment is undisclosed.","Internet, News, Social Media",SaaS,B2B2C,www.flashratings.com,Undisclosed,2015,Seed,,./BestPitchPDFs/flashratings.pdf
Flowtab,Apps,"As the world's #1 naming platform, Squadhelp offers an innovative approach to naming by connecting companies with most creative people across the globe.","Flowtab is a mobile app that offers bars, nightclubs, and hospitality venues with mobile drink ordering and payment services. Flowtab is an app that offers nightclubs, bars, hospitality venues with mobile drink ordering and payment services. The app sends the customer’s orders to the bar which is synced with the bar’s Point of Sale terminal. The funds are also transferred to the bar’s bank account. This is Flowtab’s initial pitch deck for raising capital. The funding information is not known to the public. The current operating status of the company is closed.","Apps, Hospitality, Nightclub",App,B2C,flowtab.com,N/A,-,Undisclosed,,./BestPitchPDFs/flowtab.pdf
Flye,AI,"Flye analyzes social data to provide deep insights about audience demographics, location, and personal interests, creating what we call their Audience Fingerprint. The Flye platform identifies social profiles that match the Fingerprint, regardless of hashtags, keywords or mentions, and allows the brand to engage them on a personal level, using machine learning to ensure relevancy.","AI marketing platform that gives brands the power to build and understand their audiences, then activate targeted personalized campaigns Flye is a platform that utilizes machine learning to provide audience insights to marketing teams across any industry. It provides location, personal interests, demographic information creating what they call Audience Fingerprint to help brands engage with them on a personal level. FLye has raised a total amount of $250K in funding from Ride Side Capital Management and 500 Startups.","AI, Analytics, Business Development, Business Intelligence, Enterprise Intelliegence, Enterprise Software, Machine Learning, SaaS, Social Media Marketing",SaaS,B2B,flye.co,$100K,2017,Undisclosed,,./BestPitchPDFs/flye.pdf
Forent (ExCAMP),Coaching,経営者からマネージャークラスの「リーダー」と国際コーチング資格を保有した「コーチ」を繋げる法人向けコーチングプラットフォーム👨‍💼💡 「独自サーベイ」と「継続的なコーチング」によって、クライアントの成長プロセスを可視化し、「組織の成長」に繋がる「個人の能力開発」をサポート！弊社研究者・コーチが発信していきます👍,Forent offers CoachBiz which is mobile-based leadership development platform through coaching and ExCAMP which is airbnb for camping. Forent provides CoachBiz which is a platform for leadership development through coaching. It is also an ExCamp which an Airbnb for camping. Forent raised an undisclosed amount from F Ventures in 2019.,"Coaching, Mobile Apps",App,B2C,forent.co.jp,Undisclosed,2019,Seed,,./BestPitchPDFs/forentexcamp.pdf
Fox Type,Apps,Improve your writing.,"FoxType offers a free Gmail plugin that helps you write in a more polite, friendly tone. Fox Type is a package of tools and solutions that helps users to compose emails. This pitch deck was used by Fox Type to raise $125K of capital from 500 Startups in 2015.","Apps, Data Mining, Email, IT, Internet, Mobile Apps, Software",App,B2C,foxtype.com,$125K,2015,Seed,,./BestPitchPDFs/foxtype.pdf
FreightRoll,Transportation,"FreightRoll is a inventory custody transfer and tracking platform. Their main product, FreightBOL, is an app-based, paperless bill of lading. Through its patent-pending technology, they automate the trade document transfer process for shippers, which can save $Ms on paper processes and improve their carbon footprint. FreightBOL is bundled with FreightVISION which, through app-based tracking, improves visibility into in-transit inventory for shippers and saves them more. This is all built on top of FreightLEDGER, which is a data repository that securely stores itemized manifest data, the immutable chain of custody, time/GPS stamps, as well as allows for reporting on key metrics, such as carrier performance and loading/unloading times.","Inventory custody transfer and visibility platform FreightRoll is a leading trucking platform for trade documentation and visibility. Through patent-pending technology, they automate the trade document transfer process to shippers which saves millions of dollars on paper processes and improves carbon footprint. The market size of the US trucking industry is $700B and the mission of FreightRoll is to digitize the paper processes.",Transportation,SaaS,B2B,www.freightroll.com,N/A,-,Undisclosed,,./BestPitchPDFs/freightroll.pdf
Friend Trusted,Mobile Apps,Friend Trusted,"Friend Trusted is a home improvement app that helps users to get quotes from top-rated contractors. Friend Trusted is a home improvement platform to get quotes from top-rated contractors. Using this pitch deck, Friend Trusted raised an undisclosed amount in 2013 from Structure Capital, Kima Ventures, Great Oaks Venture Capital, Sean Black, Parker Thomson and many others.",Mobile Apps,App,B2C,www.friendtrusted.com,Undisclosed,2014,Seed,,./BestPitchPDFs/friendtrusted.pdf
Funderful,Education,,"Funderful is pioneering chatbots in Higher Education Funderful is a fundraising platform that helps universities manage and grow their alumni giving programs. Funderful has partnered with Georgetown, West Point, Pomona College and other institutions who saw an increase of 80% open rates and 10X better click through Facebook Messenger. This pitch deck was used to raise its seed funding from 500 Startups in 2017.","Education, Higher Education, IT, Messaging, Software",SaaS,B2B,www.funderful.com,€150K,2016,Seed,,./BestPitchPDFs/funderful.pdf
Fuzzy.ai,AI,,"Easy machine learning for developers Fuzzy.ai is a tool used by developers to build decision-making AI without having a data science knowledge or tons of data. Founded in Montreal, Canada in 2014, Fuzzy.ai raised an undisclosed amount using this pitch deck in its seed funding round.","AI, Developer APIs, Machine Learning",SaaS,B2B,Closed,Undisclosed,2015,Seed,,./BestPitchPDFs/fuzzyai.pdf
Fyre Media,Internet,,"Fyre is an on demand service that makes booking the most influential celebrities seamless and transparent Fyre Media is an on-demand booking service of the most influential celebrities, artists, athletes, models and entertainers. It turned out that the company was fraudulent after one of its events experienced problems related to security, accommodation, food and artist relations. The founder pleaded guilty in 2018 and was sentenced to 6 years in prison after defrauding investors and its customers.",Internet,SaaS,B2B,Closed,N/A,-,Undisclosed,,./BestPitchPDFs/fyremedia.pdf
Gas Pos,Mobile Payments,"Gas Pos, Inc. provides EMV-Compliant point of sale systems. The Company offers systems including free pos terminal, fuel controller, cash drawer, scanner, customer display, and free pin pad. Gas Pos serves customers in the United States.","Gas Pos is a free EMV-Compliant point of sale system. Gas Pos is a free EMV-Compliant point of sale platform for gas stations, truck stops and convenience stores. It also provides free fuel controller, free cash drawer, free scanner and free pos terminal. Gas Pos has raised a total of $4.4M in funding from investors such as Y Combinator, Pioneer Fund and Merus Capital.","Mobile Payments, Oil and Gas, Point of Sale, Software",SaaS,B2B,www.gaspos.co,$3.15M,2020,Seed,,./BestPitchPDFs/gaspos.pdf
Gazemetrix,Advertising,"gazeMetrix provides e-marketing services. The Company offers consumer behavior analysis, photo monitoring, community building, and campaigning services. gazeMetrix conducts its business worldwide.","Gazemetrix offers brands insight into when and where their brand was photographed across social media in real time. Gazemetrix provides rich insights to companies about when and where their brands were photographed across social media. Using this pitch deck, Gazemetrix raised $40K in seed funding from Wolfgang Schicbauer, Matthew Colebourne, Barry Bhangoo and 500 Startups.","Advertising, Analytics, Machine Learning, Social Media",Ads,B2B2C,www.gazemetrix.com,$100K,2012,Seed,,./BestPitchPDFs/gazemetrix.pdf
Geekatoo,Auctions,,"Geekatoo offers at-home tech support services such as computer repair, virus removal, camera and printer repair and building websites. Geekatoo is a platform that provides home tech-support at prices up to 75% less than Geek Squad. They have partnered with over 6000 providers across the US that are ready to provide services such as computer repair, virus removal, camera repair and building websites. Geekatoo has raised $2.2M in funding over 3 rounds between 2013 and 2014.","Auctions, Hardware, Local, Search Engine",SaaS,B2C,www.geekatoo.com,$1.7M,2014,Undisclosed,,./BestPitchPDFs/geekatoo.pdf
Get Lighthouse,Enterprise Software,"People leave managers, not companies. Lighthouse helps managers with the essential soft skills needed to lead and motivate their teams. We help managers have accountable, effective, motivating 1 on 1s, and drive the #1 perk employees want: career growth. For HR and executives, we provide the oversight they need, and the structure that ensures every manager at your company is a great leader of their teams. (Learn more at http://GetLighthouse.com/Solutions)","Lighthouse is software that makes better managers. Get Lighthouse is a tool that helps managers to gain essential soft skills to lead, manage and motivate teams. Get Lighthouse raised $125K in 2016 using this pitch deck.","B2B, Enterprise Application, Enterprise Software",App,B2B,getlighthouse.com,$125K,2016,Seed,,./BestPitchPDFs/getlighthouse.pdf
Get on Board,HR,"Find curated Software Engineering, UX, Data Science, Growth, and DevOps jobs at startups and tech companies around the world","Get on Board is a job platform for digital professionals that powers teams with recruiting tools and access to tech talents, in one place. Get on Board is a job platform based in Santiago, Chile. It provides recruiting tools to digital professionals to access and find tech talents. Get on Board has raised a total of $600K in over 3 rounds from Angel Ventures Peru and 500 Startups.","HR, Recruiting",Marketplace,B2B2C,www.getonbrd.com,$600K,2020,Seed,,./BestPitchPDFs/getonboard.pdf
GetLinks,HR,"GetLinks (Thailand) Company Limited operates as a tech talent network. The Company provides human resource management services. GetLinks (Thailand) Company recruits developers, designers, and digital marketers. GetLinks serves customers in Thailand, Vietnam, Hong Kong, and Singapore.","GetLinks is a platform and ecosystem connecting tech talents to opportunities across Asia. GetLinks is a tool that helps tech talents find opportunities across Asia. GetLinks was founded in Bangkok, Thailand in 2015, and it has raised $625K in funding over 4 rounds. Investors that backed GetLinks are Alibaba Entrepreneurs Fund, Falcon Partners VC and CyberAgent Capital","HR, Recruiting, Staffing Agency",App,B2C,www.getlinks.co,$500K,2016,Seed,,./BestPitchPDFs/getlinks.pdf
Giftstarter,Collaborative Consumption,Know More,"Afford better gifts together using our flexible partial payments platform, for anything online. Giftstarter is a platform that allows users to share their gifts virtually with their friends and family who can contribute towards its purchase by chipping in as much or as little as they want. Based in Seattle, Washington, Giftstarter has raised $850K in funding from 9Mile Labs, Startup Next, Rao Remala and others.","Collaborative Consumption, E-commerce, FinTech",E-commerce,B2C,www.giftstarter.com,$555K,2015,Seed,,./BestPitchPDFs/giftstarter.pdf
Givesurance,Charity,GiveSurance is a funding platform that enables charity supporters to make recurring donations through their existing insurance payment systems toward charity organizations. GiveSurance helps charities and non-profit organizations convert the preferences of their support base into a new revenue stream.,"Helps people support the charities that matter to them by leveraging their choice of insurance provider. Givesurance is a tool for charity supporters who can make recurring donations through their existing insurance payment systems to charity organizations. Givesurance has raised $1M in funding over 4 rounds from BGS Venture, Kima Ventures, Cherry Ventures and Berlin Ventures.","Charity, Insurance",Other,B2B,givesurance.org,$900K,2015,Seed,,./BestPitchPDFs/givesurance.pdf
Glyph,Fashion,"Glyph is a minimalism company. We make the most versatile loafers on the planet using digital knitting technology. Water-resistant, machine washable and travel friendly shoes.",Glyph is a minimalism company. Our shoes are digitally knitted to be the only pair of shoes a person needs to own.,"Fashion, Retail, Shoes",E-commerce,B2C,glyph.earth,$150K,2019,Seed,,./BestPitchPDFs/glyph.pdf
GPU Eater (Pegara),AI,,GPU EATER rents out on-demand GPU processing power for Deep Learning's training,"AI, Computer Vision, Consulting, Machine Learning",SaaS,B2C,gpueater.comabout,N/A,-,Undisclosed,,./BestPitchPDFs/gpueaterpegara.pdf
"Green Way Laboratories, Inc",CleanTech,"Green Way Labs, the makers of MastiClean and AquaCloth. The Right Kind of Science. A New Kind of Clean.",Develops high-performance green chemicals,"CleanTech, Consumer Goods, Intellectual Property",SaaS,B2C,www.greenwaylabs.com,$250K,2015,Series A,,./BestPitchPDFs/greenwaylaboratoriesinc.pdf
GreenGar,Android,,GreenGar lets users connect mobile devices via a real-time collaborative whiteboard app.,"Android, Apps, Mobile Apps, iOS",App,B2C,Closed,$50K,2013,Seed,,./BestPitchPDFs/greengar.pdf
Grom,Food and Beverage,"Grom il puro e autentico gelato italiano, realizzato con ingredienti di alta qualità. Senza Glutine.",What makes us happy? A child smiling while eating a Grom's gelato. Unilever acquired Grom for an undisclosed amount,Food and Beverage,Other,B2C,www.grom.it,N/A,-,Undisclosed,,./BestPitchPDFs/grom.pdf
Gymtrack,Fitness,Gymtrack Inc. designs and develops application software. The Company offers a solution that allows members to build their own workouts in advance of hitting the gym. Gymtrack serves customers in Canada.,"GYMTRACK allows gym members to automatically track all of their workouts, receive auditory feedback.","Fitness, Training, Wearables",App,B2C,www.gymtrack.co,CA$3.5M,2015,Seed,,./BestPitchPDFs/gymtrack.pdf
Harmonica,Dating,Hawaya is a Mobile App that helps singles find the life partner based on scientific methods and advanced algorithm in a safe and culturally accepted environment.,Harmonica offers a marriage-making app in the MENA region. Harmonica: 500 Demo Day Batch 23,"Dating, Mobile Apps, Social Network",App,B2C,www.hawaya.com,$30K,2017,Pre-Seed,,./BestPitchPDFs/harmonica.pdf
Heavy Connect,AgTech,"HeavyConnect is the leading compliance software for managing food safety, labor compliance, and quality assurance across the food supply chain.","HeavyConnect allows every farm to eliminate paper bottle necks, from food safety compliance to employee time & attendance","AgTech, Agriculture, B2B",SaaS,B2B,www.heavyconnect.com,$125K,2016,Seed,,./BestPitchPDFs/heavyconnect.pdf
Hivebeat,Internet,,"Hivebeat is an easy and powerful way for student organizations to take payments, sell tickets, manage members and promote events on campus.","Internet, IoT, Non Profit",SaaS,B2B,Closed,$125K,2015,Seed,,./BestPitchPDFs/hivebeat.pdf
Holidog,Consumer Goods,Access for free to your local holidog's website in your country,"Holidog specializes in the fields of pet sitting, pet boarding, pet walking, giftbox, pet media, and startups.","Consumer Goods, Online Portals, Pet, Travel",SaaS,B2C,us.holidog.com,$150K,2013,Seed,,./BestPitchPDFs/holidog.pdf
HYVE,Social Media,,HYVE helps users navigate their social media channels by allowing them to follow more people.,"Social Media, Social Media Management, Social Network",SaaS,B2B2C,www.hyve.la,$150K,2019,Seed,,./BestPitchPDFs/hyve.pdf
iBillionaire API,FinTech,,iBillionaire.api provides access to the investment data and strategies of the worldwide billionaires.,"FinTech, Financial Services, Investing",Service,B2B,Closed,$169.1K,2012,Seed,,./BestPitchPDFs/ibillionaireapi.pdf
iControl,Collaboration,iControl | Skriv aldrig ett protokoll igen,iControl is a cloud-based application for construction management and collaboration.,"Collaboration, Construction, Project Management",SaaS,B2C,icontrolapp.se,$150K,2016,Seed,,./BestPitchPDFs/icontrol.pdf
IDWall,Big Data,"IDwall Tecnologia Ltda develops artificial intelligence software. The Company offers platform to verifies and detects documents, background checks, and financial services. IDwall Tecnologia serves customers in Brazil and the United States.",Idwall develops software to help small and medium-sized businesses in customer credentialing process. 500 Demo Day Batch 19: IDWall,"Big Data, Identity Management, SaaS, Security",SaaS,B2B,idwall.co,$200K,2016,Seed,,./BestPitchPDFs/idwall.pdf
iGrow,Agriculture,iGrow Resources Indonesia PT designs and develops software solutions. The Company offers cloud-based agricultural management software. iGrow Resources Indonesia serves customers in Indonesia.,iGrow is a scalable organic farm that is funded by urban people from around the world.,"Agriculture, Crowdfunding, Impact Investing, Marketplace",Marketplace,B2B2C,igrow.asia,$125K,2015,Seed,,./BestPitchPDFs/igrow.pdf
Indemand,Delivery,,Indemand is empowering the on-demand economy through a suite of technology tools.,"Delivery, E-commerce, Logistics, SaaS","SaaS, E-commerce",B2B,Closed,$125K,2016,Pre-Seed,,./BestPitchPDFs/indemand.pdf
Inductly,HR,,Inductly is a mobile employee on-boarding platform for enterprise.,"B2B, Corporate Training, Enterprise Software, HR",SaaS,B2B,Closed,$100K,2014,Seed,,./BestPitchPDFs/inductly.pdf
Ingu Solutions,CleanTech,Inline Inspection as a service,Inline Inspection as a Service - The operating system for pipeline integrity,"CleanTech, Oil and Gas",SaaS,B2B,ingu.com,CA$304.8K,2016,Pre-Seed,,./BestPitchPDFs/ingusolutions.pdf
InnerTrends,Analytics,The product analytics + data science tool that helps solve your biggest growth challenge & algorithmically finds and validates new growth opportunities.,InnerTrends is a growth analytics and business intelligence tool for software service companies.,"Analytics, Navigation, SaaS",SaaS,B2B,www.innertrends.com,£55K,2015,Seed,,./BestPitchPDFs/innertrends.pdf
InstaGis,Analytics,,"InstaGIS (500 Startups ‘13) equips local gov with data-driven tools to understand citizens and drive meaningful, proactive engagement.","Analytics, Data Visualization, Geospatial, SaaS",SaaS,B2B,www.instagis.comen,N/A,-,Undisclosed,,./BestPitchPDFs/instagis.pdf
Jasper (Credit Stacks),Banking,"Jasper is more than just a credit card. With a unique rewards program, an innovative mobile app, targeted communications, and redesigned website, Jasper helps you maintain a healthy financial lifestyle. Issued by WebBank, Member FDIC.","Jasper, formerly CreditStacks, is a financial service company that offers a premium Mastercard® designed for professionals.","Banking, Financial Services, Risk Management",Service,B2B,www.jaspercard.com,$4M,2018,Seed,,./BestPitchPDFs/jaspercreditstacks.pdf
Jetbay,E-commerce,,Jetbay is a company that provides an online platform for foreign travelers to research and book their trips to China.,"E-commerce, Marketplace, Travel","Marketplace, E-commerce",B2B2C,Closed,$100K,2014,Seed,,./BestPitchPDFs/jetbay.pdf
Judolaunch,E-commerce,,Judolaunch is a product launch platform for ecommerce businesses expanding to new foreign markets,E-commerce,E-commerce,B2C,Closed,Undisclosed,2019,Seed,,./BestPitchPDFs/judolaunch.pdf
KangaDo,Mobile Apps,"Rides & Care for kids going places! In SF Bay Area, LA, OC, SD, PHX & Tucson. Book a driver or sitter w/our Kango app. Now also offering grocery DELIVERY 🛒 🚚",KangaDo is Uber for After School! It’s an easy-to-use mobile service that provides trustworthy help for Moms on the go.,"Mobile Apps, Parenting, Private Social Networking",App,B2C,www.kangoapp.co,$100K,2014,Seed,,./BestPitchPDFs/kangado.pdf
KiKi,Consumer,"Encontrar amigos nunca había sido tan sencillo, con KiKi cononce gente real en tu ciudad con tan solo descargar una app. Aplicación friendship o de citas, lo que tu prefieras.",KiKi is a social marketplace that connects like-minded people to enjoy real experiences nearby.,"Consumer, E-commerce, Marketplace","Marketplace, E-commerce",B2B2C,kiki.social,$100K,2019,Pre-Seed,,./BestPitchPDFs/kiki.pdf
Kite readers,EdTech,"KiteReaders is an internet company that designs, develops, and distributes ebooks and apps for children ages 3-8. It creates interactive and multimedia ebooks and apps that entertain, engage, and educate kids (ages 3-8) to place them on a path to academic success. The company publishes under its own brand as well as for other brands like Disney, Hallmark, Gibbs-Smith, and more. KiteReaders aims to provide quality eBooks and resources for children and their families and promote literacy in an increasingly digital world. It was founded in 2012 and is based in Santa Clara, California, United States.","KiteReaders is an internet company that designs, develops, and distributes ebooks and apps for children ages 3-8.","EdTech, Mobile Apps, Publishing",App,B2C,kitereaders.com,$500K,2013,Seed,,./BestPitchPDFs/kitereaders.pdf
Koemei,AI,,"Koemei is a 500Startups backed company that builds video search-as-a-service for website and apps, accessible through API and embed codes.","AI, Enterprise Software, SaaS, Search Engine",SaaS,B2B,Closed,$900K,2012,Angel Round,,./BestPitchPDFs/koemei.pdf
Kollecto,Art,,Kollecto is a fine arts company that helps its users to build an art collection by pairing them with personal art advisors.,"Art, E-commerce, Online Auctions, Personalization",E-commerce,B2C,kollecto.combeta,N/A,-,Undisclosed,,./BestPitchPDFs/kollecto.pdf
Kompyte,Analytics,Kompyte is a competitor analysis software that tracks your competitors and helps you automate competitor research and competitor reporting.,"Kompyte is a competitor tracking software that enables businesses to collect, analyze, and act on competitive changes in their market.","Analytics, Enterprise Software, Market Research, SaaS",SaaS,B2B,www.kompyte.com,€48K,2019,Pre-Seed,,./BestPitchPDFs/kompyte.pdf
Kudobuzz,IT,"Kudobuzz is a simple widget that displays selected positive social buzz, or ""kudos"", on your website. Kudobuzz allows you to collect product and social reviews using a smart algorithm that is able to filter through comments. Kudobuzz makes your website more customer-centric while improving your SEO.","Kudobuzz is a simple widget that displays selected positive social buzz, or ""kudos"", on your website.","IT, Retail, Software",SaaS,B2B,www.kudobuzz.com,N/A,-,Undisclosed,,./BestPitchPDFs/kudobuzz.pdf
Lab Sensor Solutions,Healthcare,Lab Sensor Solutions T-Tracks is a temperature monitoring system that collects temperature and location data in real time.,Healthcare Sensors as a Service.,"Healthcare, IT",App,B2C,lsstracks.com,$220K,2015,Pre-Seed,,./BestPitchPDFs/labsensorsolutions.pdf
LaborVoices,Supply Chain Management,,"To revolutionize accountability and transparency in supply chains and labor markets, helping brands.",Supply Chain Management,SaaS,B2B,Closed,N/A,-,Undisclosed,,./BestPitchPDFs/laborvoices.pdf
Lafalafa,Coupons,,LafaLafa is the leading cashback and coupon and product search website and mobile app in India .,"Coupons, E-commerce, Web",E-commerce,B2C,Closed,$125K,2015,Seed,,./BestPitchPDFs/lafalafa.pdf
LawnGuru,Apps,"Guru Ventures, Inc., doing business as LawnGuru, provides a smartphone application. The Company offers application that instantly connects outdoor service providers with local lawn care customers. LawnGuru serves customers in the State of Michigan.",LawnGuru is a mobile platform for lawn care and snow plowing services through mobile applications.,"Apps, Location Based Services, Mobile Apps",App,B2B,lawnguru.co,$1M,2016,Seed,,./BestPitchPDFs/lawnguru.pdf
LawTrades,Intellectual Property,"Lawtrades provides a flexible, tech-enabled workforce to help in-houseteams enable efficiency and avoid bottlenecks.","LawTrades is an online message-based platform that allows anyone to seamlessly find, hire, and work with lawyers.","Intellectual Property, Legal, Legal Tech, Marketplace",Marketplace,B2B2C,www.lawtrades.com,$2.7M,2016,Seed,,./BestPitchPDFs/lawtrades.pdf
Leapcure,Clinical Trials,Where patient advocacy meets research,"Leapcure offers tools for clinical trial patient recruitment, engagement, and retention.","Clinical Trials, Healthcare",App,B2C,www.leapcure.com,$125K,2016,Seed,,./BestPitchPDFs/leapcure.pdf
Lenda,FinTech,"Reali, Inc. provides real estate services. The Company offers real estate application. Reali serves customers in the United States.","Lenda is a financial services company that specializes in the fields of home loan, no fee, and cash-out refinancing.","FinTech, Financial Services, Real Estate",Service,B2B,www.lenda.com,$80K,2013,Seed,,./BestPitchPDFs/lenda.pdf
LendSquare,Collaborative Consumption,,LendSquare is an online platform that allows small businesses to finance growth by borrowing money from their customers and communities.,"Collaborative Consumption, Crowdfunding, Financial Services",SaaS,B2C,Closed,$100K,2014,Seed,,./BestPitchPDFs/lendsquare.pdf
Level Therapy,Healthcare,,Level Therapy is a platform that provides patients with treatment tools and video access to psychotherapists.,"Healthcare, Psychology, Wellness",App,B2C,Closed,$45K,2016,Pre-Seed,,./BestPitchPDFs/leveltherapy.pdf
Lexyom,AI,"Lexyom is a Leading Digital & International Startup Law Firm Specialized in International Law and Taxation. Supporting Startups, Artists, Tech projects, eCommerces and Dropshippers, in The USA, UK, Canada, Dubai & More Helping Them Scale worldwide",Lexyom is an online platform providing its users with smart legal answers and tailored legal services using artificial intelligence.,"AI, Legal, Legal Tech",SaaS,B2B,lexyom.com,€50K,2019,Seed,,./BestPitchPDFs/lexyom.pdf
Linte,Cloud Computing,,Linte helps companies to lower expenses with lawsuits using document assembly and marketplace tools.,"Cloud Computing, Document Management, Legal Tech",SaaS,B2B,www.linte.com,Undisclosed,2015,Undisclosed,,./BestPitchPDFs/linte.pdf
Lish,E-commerce,"Lish specializes in corporate office catering, online catering delivery, and workplace food solutions. We serve companies in Seattle & Bellevue/Eastside, including Mercer Island, Redmond, and Kirkland.",Lish offers workplace food programs for companies of all sizes.,"E-commerce, Food and Beverage, Local",E-commerce,B2C,www.lishfood.com,$375K,2015,Debt Financing,,./BestPitchPDFs/lish.pdf
Littlefund,Banking,UNest is an easy-to-use mobile app that helps you save and invest in your kids' education. Your money grows tax-free when you use it for educational expenses.,Littlefund is a smart gifting and savings app for parents to build their child's financial journey with ease.,"Banking, Financial Services, Personal Finance",Service,B2B,www.littlefund.co,Undisclosed,2018,Seed,,./BestPitchPDFs/littlefund.pdf
Locus.sh,Big Data,Locus Logistics Planning and Optimization Software - Solve logistics challenges by adding intelligence to your operations. Schedule A Free Demo!,Locus is an intelligent decision-making and automation platform for logistics. Locus.sh - Seed Round Pitch Deck,"Big Data, Data Visualization, Logistics",SaaS,B2B,locus.sh,N/A,-,Seed,,./BestPitchPDFs/locussh.pdf
Lumotune,Digital Signage,,We are creating a platform to transform the world’s glass into digital displays.,"Digital Signage, Software",SaaS,B2B,www.lumotune.com,$400K,2014,Pre-Seed,,./BestPitchPDFs/lumotune.pdf
Mandae,Delivery,"Tenha acesso às melhores transportadoras e envie suas encomendas com melhor qualidade de envio, fretes mais baratos e prazos mais rápidos.","Mandaê provides air logistics services for packing and delivery. The pitch deck we used to raise $200,000 for our Brazilian startup","Delivery, E-commerce, Shipping",E-commerce,B2C,www.mandae.com.br,$200K,2014,Seed,,./BestPitchPDFs/mandae.pdf
MapJam,Big Data,,"MapJam provides map publishing tools to personalize, brand, and add important context to maps.","Big Data, Geospatial, Search Engine",SaaS,B2B,Closed,$320K,2013,Seed,,./BestPitchPDFs/mapjam.pdf
Twilio,Software,"Twilio is a modern communication API used by developers for establishing communications via SMS, phone, and video call. The $14B customer engagement platform is used by more than ten million developers.
Twilio was founded in 2008 by Former Amazon manager Jeff Lawson. Today, the San Francisco-based firm's communications platform is used by more than 150,000 businesses worldwide, including major technology giants like Airbnb, Uber, and Stripe.
Here's an inside look at Twilio's 2010 pitch deck, used to raise a $120M Series B from Bessemer and Union Square.","Twilio provides programmable communication tools for sending and receiving phone calls, text messages, and video calls.","Telephone, VoIP, Communication, Messaging, SMS, Video",SaaS,B2B,twilio.com,$120M,2010,Series B,"VC — Bessemer, USV, and 500 Startups",./BestPitchPDFs/twilio.pdf
Mentimeter,Collaboration,Interact with your audience using real-time voting. No installations or downloads required - and it's free!,"An interactive presentation software. Mentimeter make presentations, events and classrooms interactive and fun","B2B, Collaboration, Presentation Software, SaaS",SaaS,B2B,www.mentimeter.com,$500K,2014,Pre-Seed,,./BestPitchPDFs/mentimeter.pdf
MentorCloud,Enterprise Software,Mentoring software to accelerate your transformation programs,MentorCloud is a SaaS employee engagement and mentoring platform for medium to large companies.,"Enterprise Software, SaaS, Social Media Management",SaaS,B2B,www.mentorcloud.com,$1M,2013,Pre-Seed,,./BestPitchPDFs/mentorcloud.pdf
Metamixis,Bioinformatics,,"Their founding team possesses a unique combination of expertise in synthetic biology, environmental genomics, and bioinformatics.","Bioinformatics, Biotechnology, CleanTech",Other,B2B,metamixis.com,$100K,2015,Pre-Seed,,./BestPitchPDFs/metamixis.pdf
